80367,"mystery, thriller, crime"
75457,"fantasy, paranormal"
10282,romance
40465,"mystery, thriller, crime"
305110,"fantasy, paranormal"
50533,"fantasy, paranormal"
182025,young-adult
202750,"history, historical fiction, biography"
76957,"history, historical fiction, biography"
26197,young-adult
37305,young-adult
57405,young-adult
210868,children
247296,"history, historical fiction, biography"
199961,romance
455073,romance
185398,non-fiction
19133,"fantasy, paranormal"
233568,"history, historical fiction, biography"
10614,romance
55122,non-fiction
263784,"comics, graphic"
63633,"fantasy, paranormal"
52139,"fantasy, paranormal"
68276,"history, historical fiction, biography"
29302,"history, historical fiction, biography"
86141,"fantasy, paranormal"
18056,non-fiction
25244,romance
3523,"fantasy, paranormal"
387556,"mystery, thriller, crime"
9129,romance
146490,"history, historical fiction, biography"
17630,"fantasy, paranormal"
19667,"history, historical fiction, biography"
89329,"mystery, thriller, crime"
166338,"fantasy, paranormal"
149417,non-fiction
36545,young-adult
32776,"mystery, thriller, crime"
18478,romance
8775,romance
39899,young-adult
107305,"fantasy, paranormal"
66253,romance
113796,"mystery, thriller, crime"
116779,"mystery, thriller, crime"
29362,non-fiction
112967,romance
36403,romance
77449,"comics, graphic"
338970,"history, historical fiction, biography"
29448,"history, historical fiction, biography"
36164,non-fiction
151649,romance
244138,"fantasy, paranormal"
102294,"fantasy, paranormal"
20519,"history, historical fiction, biography"
39432,"history, historical fiction, biography"
7685,"history, historical fiction, biography"
193683,"fantasy, paranormal"
15595,romance
379430,children
75811,children
388564,non-fiction
38356,"fantasy, paranormal"
485,"history, historical fiction, biography"
7049,"fantasy, paranormal"
98008,"history, historical fiction, biography"
94773,"fantasy, paranormal"
102208,poetry
24046,children
97761,romance
99343,"fantasy, paranormal"
302489,non-fiction
8390,"mystery, thriller, crime"
67474,young-adult
67925,"fantasy, paranormal"
137731,"mystery, thriller, crime"
36044,"fantasy, paranormal"
48567,non-fiction
50204,"mystery, thriller, crime"
80727,poetry
90817,non-fiction
13707,non-fiction
102704,"history, historical fiction, biography"
105219,"fantasy, paranormal"
13899,non-fiction
98278,"fantasy, paranormal"
85241,non-fiction
143413,"fantasy, paranormal"
7144,"fantasy, paranormal"
151128,children
113725,"history, historical fiction, biography"
1223,"fantasy, paranormal"
22153,non-fiction
390329,romance
125924,romance
87777,children
20552,young-adult
217561,romance
159680,"fantasy, paranormal"
248352,"fantasy, paranormal"
62401,non-fiction
60144,"fantasy, paranormal"
88794,"fantasy, paranormal"
107590,"fantasy, paranormal"
47855,non-fiction
22878,romance
97183,non-fiction
35208,"fantasy, paranormal"
149947,romance
162756,"history, historical fiction, biography"
243893,young-adult
80690,"fantasy, paranormal"
89742,romance
41864,"fantasy, paranormal"
75682,children
173120,"fantasy, paranormal"
158081,"fantasy, paranormal"
184698,"fantasy, paranormal"
52600,"fantasy, paranormal"
166596,"fantasy, paranormal"
34842,non-fiction
379181,"comics, graphic"
135451,"history, historical fiction, biography"
77223,non-fiction
62101,"fantasy, paranormal"
106867,romance
72168,non-fiction
85414,"mystery, thriller, crime"
60409,"comics, graphic"
268822,romance
129689,"fantasy, paranormal"
67520,young-adult
68646,"comics, graphic"
125970,"mystery, thriller, crime"
50373,"comics, graphic"
142933,"comics, graphic"
42760,young-adult
48729,young-adult
18712,"mystery, thriller, crime"
92583,children
308010,romance
142920,"fantasy, paranormal"
77363,children
267100,"fantasy, paranormal"
339439,"fantasy, paranormal"
52685,children
776,"history, historical fiction, biography"
343792,"history, historical fiction, biography"
6406,"fantasy, paranormal"
80203,romance
90977,"fantasy, paranormal"
1531,"fantasy, paranormal"
54177,romance
139539,non-fiction
56279,children
351369,"fantasy, paranormal"
36077,poetry
164111,non-fiction
25011,"history, historical fiction, biography"
49233,non-fiction
168024,non-fiction
5965,"fantasy, paranormal"
45292,romance
162433,"history, historical fiction, biography"
287803,"history, historical fiction, biography"
81022,children
22112,non-fiction
1197,"history, historical fiction, biography"
6453,young-adult
77694,non-fiction
77452,"comics, graphic"
44735,romance
20400,romance
book_id_csv,genres
87741,"comics, graphic"
212596,"fantasy, paranormal"
272986,"mystery, thriller, crime"
7016,young-adult
331016,"fantasy, paranormal"
112622,"fantasy, paranormal"
85998,"mystery, thriller, crime"
13913,"comics, graphic"
320810,"comics, graphic"
27684,"fantasy, paranormal"
24714,non-fiction
46942,non-fiction
42213,romance
50161,romance
24458,"mystery, thriller, crime"
183551,"fantasy, paranormal"
123291,non-fiction
271526,"fantasy, paranormal"
308563,romance
19039,non-fiction
211868,"fantasy, paranormal"
65573,children
12021,"fantasy, paranormal"
35984,fiction
275626,"fantasy, paranormal"
39031,"history, historical fiction, biography"
2535,"mystery, thriller, crime"
21788,young-adult
310087,fiction
6018,"fantasy, paranormal"
25250,non-fiction
6199,young-adult
19452,non-fiction
21017,non-fiction
48821,young-adult
6422,young-adult
398133,"fantasy, paranormal"
39545,"mystery, thriller, crime"
199596,romance
48131,"mystery, thriller, crime"
209131,"fantasy, paranormal"
306086,"history, historical fiction, biography"
12725,"mystery, thriller, crime"
240212,romance
5710,romance
264522,"fantasy, paranormal"
148021,young-adult
6648,"fantasy, paranormal"
22815,"fantasy, paranormal"
307146,non-fiction
106685,young-adult
67997,"fantasy, paranormal"
96393,"mystery, thriller, crime"
68351,poetry
19772,"fantasy, paranormal"
42698,"mystery, thriller, crime"
20354,fiction
71769,romance
20000,"mystery, thriller, crime"
161818,"history, historical fiction, biography"
83427,"mystery, thriller, crime"
220138,romance
29057,"fantasy, paranormal"
168064,"mystery, thriller, crime"
215899,romance
4975,romance
12049,romance
31883,non-fiction
23407,romance
283455,"mystery, thriller, crime"
418,"history, historical fiction, biography"
223077,"mystery, thriller, crime"
56157,romance
6244,romance
16511,"mystery, thriller, crime"
159014,"history, historical fiction, biography"
42128,"mystery, thriller, crime"
174592,children
51961,young-adult
4367,romance
134111,"history, historical fiction, biography"
79447,"comics, graphic"
111197,"mystery, thriller, crime"
111480,romance
3008,"fantasy, paranormal"
87850,"history, historical fiction, biography"
77091,"mystery, thriller, crime"
11711,romance
67625,young-adult
3043,"fantasy, paranormal"
374848,"comics, graphic"
11044,romance
12037,romance
411793,"fantasy, paranormal"
95650,romance
48527,"history, historical fiction, biography"
90522,"fantasy, paranormal"
11425,romance
112358,romance
2121,"mystery, thriller, crime"
88809,"fantasy, paranormal"
38116,romance
129973,"history, historical fiction, biography"
317153,children
1904,young-adult
206335,"fantasy, paranormal"
237,non-fiction
835727,"comics, graphic"
17326,"fantasy, paranormal"
247777,non-fiction
28289,"fantasy, paranormal"
354094,"history, historical fiction, biography"
150374,"mystery, thriller, crime"
630778,"mystery, thriller, crime"
79784,"fantasy, paranormal"
59265,"mystery, thriller, crime"
106121,"fantasy, paranormal"
50836,young-adult
27115,romance
119958,non-fiction
95897,romance
18598,young-adult
98906,"fantasy, paranormal"
54788,romance
212307,young-adult
119729,"fantasy, paranormal"
55685,"fantasy, paranormal"
126105,romance
341409,romance
86595,"fantasy, paranormal"
50580,"history, historical fiction, biography"
138197,romance
10009,romance
193849,non-fiction
150279,"mystery, thriller, crime"
146919,non-fiction
29920,non-fiction
210496,children
162043,romance
79074,"history, historical fiction, biography"
53237,"mystery, thriller, crime"
33182,"mystery, thriller, crime"
107582,"fantasy, paranormal"
66582,"mystery, thriller, crime"
39843,"fantasy, paranormal"
39583,non-fiction
581363,non-fiction
142324,non-fiction
32563,romance
65033,romance
70011,"fantasy, paranormal"
69564,"history, historical fiction, biography"
79975,romance
114857,romance
44950,romance
217844,children
1719,romance
190649,"comics, graphic"
94671,"fantasy, paranormal"
15340,romance
291370,"history, historical fiction, biography"
92616,young-adult
76123,children
145961,"mystery, thriller, crime"
178444,"history, historical fiction, biography"
136108,"fantasy, paranormal"
63778,"history, historical fiction, biography"
266729,"fantasy, paranormal"
162205,"mystery, thriller, crime"
78918,non-fiction
111413,"fantasy, paranormal"
92575,young-adult
22848,children
97026,non-fiction
154085,"mystery, thriller, crime"
123325,"fantasy, paranormal"
104385,romance
94732,"fantasy, paranormal"
53418,"mystery, thriller, crime"
41711,"fantasy, paranormal"
16359,"mystery, thriller, crime"
1189,non-fiction
96197,romance
52154,non-fiction
57792,non-fiction
1636,young-adult
15100,"fantasy, paranormal"
50011,romance
57322,young-adult
53023,"mystery, thriller, crime"
175782,romance
274320,"mystery, thriller, crime"
225695,non-fiction
51604,"fantasy, paranormal"
90659,"fantasy, paranormal"
237741,"fantasy, paranormal"
30612,"mystery, thriller, crime"
23698,"fantasy, paranormal"
19264,young-adult
21834,"fantasy, paranormal"
115435,"comics, graphic"
40095,romance
18548,"fantasy, paranormal"
24216,"history, historical fiction, biography"
44892,romance
67774,"mystery, thriller, crime"
108728,"history, historical fiction, biography"
199050,children
218606,"mystery, thriller, crime"
62038,"mystery, thriller, crime"
19274,"fantasy, paranormal"
131190,"fantasy, paranormal"
116774,romance
252188,"mystery, thriller, crime"
429288,"fantasy, paranormal"
73837,"fantasy, paranormal"
22132,"mystery, thriller, crime"
39065,non-fiction
274110,"mystery, thriller, crime"
68657,"comics, graphic"
35672,"mystery, thriller, crime"
69667,non-fiction
16141,young-adult
21664,young-adult
51630,"fantasy, paranormal"
67845,"comics, graphic"
292547,romance
20733,"fantasy, paranormal"
18539,romance
70999,"history, historical fiction, biography"
80016,children
25812,romance
51283,young-adult
32606,romance
219166,"fantasy, paranormal"
48457,"history, historical fiction, biography"
182600,"fantasy, paranormal"
353554,"comics, graphic"
210914,young-adult
163113,romance
5752,"fantasy, paranormal"
413904,"fantasy, paranormal"
5459,"fantasy, paranormal"
25937,non-fiction
13872,"fantasy, paranormal"
72384,non-fiction
13419,"mystery, thriller, crime"
24958,"mystery, thriller, crime"
21810,young-adult
75092,"history, historical fiction, biography"
3644,"fantasy, paranormal"
150197,"mystery, thriller, crime"
40701,non-fiction
252690,"fantasy, paranormal"
18804,children
19750,"history, historical fiction, biography"
37077,"history, historical fiction, biography"
142929,"comics, graphic"
111268,romance
170450,"fantasy, paranormal"
29215,"comics, graphic"
130956,non-fiction
40206,children
4101,"fantasy, paranormal"
145203,"mystery, thriller, crime"
82518,"fantasy, paranormal"
21312,"history, historical fiction, biography"
272983,poetry
36111,"history, historical fiction, biography"
18486,"history, historical fiction, biography"
70316,"fantasy, paranormal"
63127,"history, historical fiction, biography"
193753,"mystery, thriller, crime"
24033,"mystery, thriller, crime"
67697,"fantasy, paranormal"
66343,"fantasy, paranormal"
282754,"history, historical fiction, biography"
34381,"mystery, thriller, crime"
165523,"fantasy, paranormal"
217763,non-fiction
51639,"fantasy, paranormal"
81657,"comics, graphic"
48909,"fantasy, paranormal"
280852,"mystery, thriller, crime"
22304,"fantasy, paranormal"
176405,"fantasy, paranormal"
52745,"comics, graphic"
157988,"mystery, thriller, crime"
118926,non-fiction
23674,romance
453,non-fiction
book_id_csv,genres
341358,"history, historical fiction, biography"
34441,"fantasy, paranormal"
146278,"fantasy, paranormal"
113274,non-fiction
41675,fiction
6958,"mystery, thriller, crime"
18131,non-fiction
38256,young-adult
4501,"fantasy, paranormal"
51234,"fantasy, paranormal"
34120,"history, historical fiction, biography"
131340,young-adult
409145,"history, historical fiction, biography"
218009,"history, historical fiction, biography"
60230,"comics, graphic"
933,"fantasy, paranormal"
19247,young-adult
6452,romance
26439,romance
54458,"mystery, thriller, crime"
158211,"fantasy, paranormal"
5688,romance
153751,non-fiction
53894,children
4179,"fantasy, paranormal"
113814,"mystery, thriller, crime"
49807,"history, historical fiction, biography"
55044,"history, historical fiction, biography"
130965,"mystery, thriller, crime"
137614,"fantasy, paranormal"
1216,"fantasy, paranormal"
37312,young-adult
168613,non-fiction
10977,romance
27321,"fantasy, paranormal"
161725,"fantasy, paranormal"
215468,"mystery, thriller, crime"
261901,"mystery, thriller, crime"
150714,"history, historical fiction, biography"
25255,children
6656,"fantasy, paranormal"
49435,"mystery, thriller, crime"
3291,young-adult
69062,non-fiction
201879,"fantasy, paranormal"
632675,children
400920,"fantasy, paranormal"
74750,young-adult
58151,"mystery, thriller, crime"
108014,non-fiction
79241,non-fiction
18432,romance
41399,non-fiction
36262,"fantasy, paranormal"
21232,"fantasy, paranormal"
22372,"fantasy, paranormal"
7580,children
460252,non-fiction
91004,young-adult
147770,romance
96968,non-fiction
23160,romance
38951,"comics, graphic"
118598,non-fiction
54575,"comics, graphic"
197779,romance
294900,romance
6320,"fantasy, paranormal"
29873,romance
52372,non-fiction
289442,"fantasy, paranormal"
15844,romance
296172,"mystery, thriller, crime"
13145,"fantasy, paranormal"
166230,"mystery, thriller, crime"
3549,romance
318975,"fantasy, paranormal"
77459,children
21672,young-adult
597,"fantasy, paranormal"
49954,"fantasy, paranormal"
499566,non-fiction
100842,"history, historical fiction, biography"
35815,non-fiction
1850,"fantasy, paranormal"
18185,non-fiction
221059,"comics, graphic"
40429,non-fiction
94553,"fantasy, paranormal"
12178,romance
68299,"mystery, thriller, crime"
2651,"fantasy, paranormal"
145825,"history, historical fiction, biography"
132851,non-fiction
77798,non-fiction
11258,romance
77035,"mystery, thriller, crime"
180971,children
103912,young-adult
77012,"history, historical fiction, biography"
57910,"fantasy, paranormal"
100857,"mystery, thriller, crime"
2279,young-adult
122982,"fantasy, paranormal"
2155,"fantasy, paranormal"
81173,children
176658,young-adult
95941,romance
10394,romance
332944,"comics, graphic"
191208,"history, historical fiction, biography"
50038,"history, historical fiction, biography"
455566,"fantasy, paranormal"
31459,children
84955,"fantasy, paranormal"
60424,"comics, graphic"
66339,"history, historical fiction, biography"
52504,"mystery, thriller, crime"
56462,"fantasy, paranormal"
465671,"fantasy, paranormal"
296965,young-adult
138511,romance
193552,"history, historical fiction, biography"
46366,"mystery, thriller, crime"
76926,romance
9644,romance
79393,"comics, graphic"
39431,"history, historical fiction, biography"
98758,"mystery, thriller, crime"
266726,"fantasy, paranormal"
68599,"fantasy, paranormal"
251340,"mystery, thriller, crime"
122456,"mystery, thriller, crime"
15726,romance
310891,"comics, graphic"
26806,"fantasy, paranormal"
147490,children
141732,non-fiction
168212,non-fiction
29452,"fantasy, paranormal"
121011,romance
39911,young-adult
1692,"fantasy, paranormal"
156277,non-fiction
118488,young-adult
37201,"mystery, thriller, crime"
179769,poetry
118733,children
113722,"history, historical fiction, biography"
173916,"mystery, thriller, crime"
21840,"fantasy, paranormal"
107149,"mystery, thriller, crime"
50330,"mystery, thriller, crime"
46848,romance
265757,"fantasy, paranormal"
39320,"fantasy, paranormal"
288795,"history, historical fiction, biography"
101213,romance
62302,fiction
146755,"fantasy, paranormal"
178125,"history, historical fiction, biography"
132262,non-fiction
83913,"history, historical fiction, biography"
48270,"fantasy, paranormal"
181095,"comics, graphic"
19633,"history, historical fiction, biography"
15426,"history, historical fiction, biography"
72393,poetry
6838,"fantasy, paranormal"
119599,"fantasy, paranormal"
242790,"fantasy, paranormal"
297353,romance
64024,"comics, graphic"
235537,fiction
167101,"history, historical fiction, biography"
29055,non-fiction
66168,romance
207231,non-fiction
156692,romance
255908,romance
23231,romance
22248,"fantasy, paranormal"
69345,romance
76620,"mystery, thriller, crime"
12910,"fantasy, paranormal"
85515,"history, historical fiction, biography"
195836,"history, historical fiction, biography"
40861,"fantasy, paranormal"
161819,"history, historical fiction, biography"
19824,non-fiction
137629,non-fiction
248328,"history, historical fiction, biography"
12822,fiction
30805,non-fiction
35166,"fantasy, paranormal"
18951,non-fiction
67537,young-adult
56795,romance
56296,fiction
102292,"fantasy, paranormal"
47091,"history, historical fiction, biography"
106263,"history, historical fiction, biography"
84159,"history, historical fiction, biography"
127168,"comics, graphic"
319580,non-fiction
49333,romance
39387,"fantasy, paranormal"
221349,non-fiction
210406,"history, historical fiction, biography"
84864,children
83458,"mystery, thriller, crime"
117275,non-fiction
49941,"history, historical fiction, biography"
235785,"fantasy, paranormal"
23241,"history, historical fiction, biography"
94054,"history, historical fiction, biography"
146814,"fantasy, paranormal"
5645,"fantasy, paranormal"
221730,romance
41760,"fantasy, paranormal"
45348,romance
112483,"history, historical fiction, biography"
48899,young-adult
60236,"comics, graphic"
106564,"mystery, thriller, crime"
116800,romance
35458,"fantasy, paranormal"
64911,"history, historical fiction, biography"
51327,"mystery, thriller, crime"
123487,"history, historical fiction, biography"
27384,romance
85145,"fantasy, paranormal"
137670,"history, historical fiction, biography"
56871,"fantasy, paranormal"
16894,non-fiction
85487,non-fiction
170499,non-fiction
20559,"comics, graphic"
18778,poetry
303437,"fantasy, paranormal"
38462,young-adult
96125,"fantasy, paranormal"
2620,"fantasy, paranormal"
68996,romance
48022,"history, historical fiction, biography"
35466,romance
272548,"history, historical fiction, biography"
293809,"comics, graphic"
202467,"history, historical fiction, biography"
207639,"history, historical fiction, biography"
119578,young-adult
70926,"history, historical fiction, biography"
88813,"fantasy, paranormal"
64461,"comics, graphic"
20466,"history, historical fiction, biography"
128248,"fantasy, paranormal"
306864,non-fiction
46708,"mystery, thriller, crime"
99649,romance
118526,"fantasy, paranormal"
155121,non-fiction
38603,romance
22065,"fantasy, paranormal"
173598,"fantasy, paranormal"
93941,non-fiction
59428,"history, historical fiction, biography"
249104,"history, historical fiction, biography"
156626,romance
583,non-fiction
18894,"history, historical fiction, biography"
244824,"fantasy, paranormal"
24528,young-adult
83841,"fantasy, paranormal"
178508,children
67496,young-adult
99462,young-adult
5959,young-adult
66135,non-fiction
479,non-fiction
17597,non-fiction
46540,young-adult
19541,romance
116795,"mystery, thriller, crime"
158388,young-adult
25726,"history, historical fiction, biography"
62525,"history, historical fiction, biography"
165578,children
49316,"comics, graphic"
183954,romance
21896,young-adult
113993,"fantasy, paranormal"
book_id_csv,genres
17674,"history, historical fiction, biography"
36059,"comics, graphic"
130793,"history, historical fiction, biography"
99900,poetry
77395,"comics, graphic"
127904,"comics, graphic"
304375,"history, historical fiction, biography"
80774,non-fiction
165898,"history, historical fiction, biography"
281828,"comics, graphic"
60087,"mystery, thriller, crime"
12127,romance
516364,non-fiction
75320,"history, historical fiction, biography"
108556,"mystery, thriller, crime"
17880,non-fiction
2986,young-adult
106464,"history, historical fiction, biography"
67717,non-fiction
51181,romance
44964,romance
91415,romance
706,"fantasy, paranormal"
34063,"mystery, thriller, crime"
240795,romance
24314,"history, historical fiction, biography"
45717,romance
14860,"mystery, thriller, crime"
71407,romance
104227,"mystery, thriller, crime"
150149,non-fiction
255975,"fantasy, paranormal"
47797,"fantasy, paranormal"
51491,"fantasy, paranormal"
3924,"mystery, thriller, crime"
193355,romance
12,non-fiction
96394,"mystery, thriller, crime"
77640,"fantasy, paranormal"
397383,romance
5880,"fantasy, paranormal"
13444,"fantasy, paranormal"
6418,romance
108385,"mystery, thriller, crime"
28539,"fantasy, paranormal"
54639,"mystery, thriller, crime"
163108,non-fiction
268834,romance
112265,"comics, graphic"
300939,"mystery, thriller, crime"
247471,non-fiction
179469,romance
24575,"history, historical fiction, biography"
226021,romance
20678,non-fiction
94605,"fantasy, paranormal"
6908,"fantasy, paranormal"
5376,young-adult
304716,non-fiction
46653,non-fiction
149479,"comics, graphic"
5711,young-adult
183619,young-adult
22954,romance
42665,romance
70376,"comics, graphic"
172846,"mystery, thriller, crime"
17237,"mystery, thriller, crime"
19106,young-adult
12459,romance
2870,young-adult
132812,"history, historical fiction, biography"
6082,romance
16517,"comics, graphic"
103965,young-adult
3804,"fantasy, paranormal"
24422,"history, historical fiction, biography"
104969,romance
93972,non-fiction
7579,children
170494,non-fiction
57675,"fantasy, paranormal"
15423,"mystery, thriller, crime"
16186,"mystery, thriller, crime"
21999,"mystery, thriller, crime"
15925,romance
226474,young-adult
33626,"history, historical fiction, biography"
14645,"history, historical fiction, biography"
414150,"fantasy, paranormal"
40216,romance
248434,"fantasy, paranormal"
192452,"fantasy, paranormal"
48021,"history, historical fiction, biography"
112693,romance
14287,"comics, graphic"
72084,"history, historical fiction, biography"
85983,non-fiction
21157,"mystery, thriller, crime"
119606,"fantasy, paranormal"
26189,young-adult
68287,non-fiction
116442,"comics, graphic"
80711,"history, historical fiction, biography"
62881,"comics, graphic"
8126,"mystery, thriller, crime"
189634,"comics, graphic"
14193,"fantasy, paranormal"
277642,"mystery, thriller, crime"
268711,young-adult
54531,"mystery, thriller, crime"
83950,non-fiction
157751,"fantasy, paranormal"
64670,non-fiction
122816,"mystery, thriller, crime"
95019,young-adult
26045,"comics, graphic"
151489,romance
521353,"fantasy, paranormal"
2224,romance
37553,young-adult
158268,"history, historical fiction, biography"
161273,"comics, graphic"
32111,non-fiction
13012,"fantasy, paranormal"
307629,"mystery, thriller, crime"
93874,"mystery, thriller, crime"
557338,young-adult
20068,"mystery, thriller, crime"
227139,"fantasy, paranormal"
86456,"fantasy, paranormal"
7701,non-fiction
87207,non-fiction
153419,non-fiction
49611,non-fiction
19271,"fantasy, paranormal"
37107,"history, historical fiction, biography"
94446,"fantasy, paranormal"
434303,"fantasy, paranormal"
37180,"mystery, thriller, crime"
50675,young-adult
106980,"mystery, thriller, crime"
35746,non-fiction
238294,"comics, graphic"
119480,"history, historical fiction, biography"
37129,"history, historical fiction, biography"
77160,"mystery, thriller, crime"
17026,"fantasy, paranormal"
435448,"fantasy, paranormal"
87574,"comics, graphic"
105463,children
116828,romance
107316,"fantasy, paranormal"
158972,romance
64133,romance
17697,non-fiction
76520,"history, historical fiction, biography"
60106,"mystery, thriller, crime"
144724,"fantasy, paranormal"
14925,"fantasy, paranormal"
67957,"fantasy, paranormal"
157993,"mystery, thriller, crime"
50176,"history, historical fiction, biography"
137684,"history, historical fiction, biography"
96196,romance
16386,non-fiction
248080,non-fiction
130950,"history, historical fiction, biography"
39640,"fantasy, paranormal"
143808,"fantasy, paranormal"
64985,non-fiction
86754,young-adult
96469,poetry
19908,"history, historical fiction, biography"
561766,"mystery, thriller, crime"
52861,non-fiction
219728,children
97478,"mystery, thriller, crime"
17590,non-fiction
71631,young-adult
44883,romance
48039,"mystery, thriller, crime"
83640,"history, historical fiction, biography"
111713,"mystery, thriller, crime"
142434,"history, historical fiction, biography"
17407,"fantasy, paranormal"
47074,"mystery, thriller, crime"
16268,"fantasy, paranormal"
108312,young-adult
200397,romance
17698,"history, historical fiction, biography"
66805,"mystery, thriller, crime"
67638,children
59806,non-fiction
202435,"history, historical fiction, biography"
185156,"comics, graphic"
99257,"mystery, thriller, crime"
14687,"history, historical fiction, biography"
99162,young-adult
101703,"history, historical fiction, biography"
78769,fiction
177513,"mystery, thriller, crime"
99985,poetry
83728,romance
158583,"history, historical fiction, biography"
237416,"fantasy, paranormal"
84344,non-fiction
28648,"fantasy, paranormal"
115477,non-fiction
42007,"fantasy, paranormal"
88906,"fantasy, paranormal"
32523,non-fiction
152914,romance
107239,"history, historical fiction, biography"
44178,romance
77567,romance
245692,"history, historical fiction, biography"
24366,"fantasy, paranormal"
21294,non-fiction
156686,romance
176324,"comics, graphic"
255687,"history, historical fiction, biography"
257118,"mystery, thriller, crime"
51322,"mystery, thriller, crime"
2683,"fantasy, paranormal"
87565,"comics, graphic"
67287,romance
14738,non-fiction
243556,"fantasy, paranormal"
89996,"fantasy, paranormal"
14855,romance
71996,"history, historical fiction, biography"
35839,"history, historical fiction, biography"
22860,young-adult
261000,"history, historical fiction, biography"
632396,"fantasy, paranormal"
143064,"fantasy, paranormal"
375714,"mystery, thriller, crime"
143794,"comics, graphic"
80749,non-fiction
70308,non-fiction
106876,non-fiction
106625,"mystery, thriller, crime"
135507,"history, historical fiction, biography"
24132,"fantasy, paranormal"
101156,"history, historical fiction, biography"
66815,"mystery, thriller, crime"
84899,"fantasy, paranormal"
189132,"comics, graphic"
4270,romance
220596,children
242039,romance
73276,children
82433,"history, historical fiction, biography"
234183,"fantasy, paranormal"
60044,"history, historical fiction, biography"
128962,non-fiction
270,young-adult
100994,non-fiction
58963,"fantasy, paranormal"
38181,romance
40522,non-fiction
494039,children
279528,"history, historical fiction, biography"
45023,"mystery, thriller, crime"
24280,"mystery, thriller, crime"
37405,"mystery, thriller, crime"
162366,young-adult
853,"history, historical fiction, biography"
122707,children
34286,"mystery, thriller, crime"
84944,"fantasy, paranormal"
49418,"history, historical fiction, biography"
63189,romance
32101,"history, historical fiction, biography"
121643,"mystery, thriller, crime"
123233,"fantasy, paranormal"
67805,"comics, graphic"
96891,"comics, graphic"
7996,"history, historical fiction, biography"
140205,"fantasy, paranormal"
1572,young-adult
book_id_csv,genres
83091,"fantasy, paranormal"
1496,children
44847,romance
261419,"history, historical fiction, biography"
19213,"fantasy, paranormal"
185518,children
262795,"history, historical fiction, biography"
38123,romance
162605,"fantasy, paranormal"
111446,"fantasy, paranormal"
47973,"fantasy, paranormal"
101917,"mystery, thriller, crime"
7025,"fantasy, paranormal"
159556,"history, historical fiction, biography"
102808,poetry
2915,"fantasy, paranormal"
94860,romance
162867,fiction
65988,children
209662,"mystery, thriller, crime"
46314,romance
63326,non-fiction
40385,"fantasy, paranormal"
3293,"fantasy, paranormal"
6552,"fantasy, paranormal"
178985,"comics, graphic"
6711,"fantasy, paranormal"
48779,non-fiction
374615,"fantasy, paranormal"
446264,non-fiction
15431,"history, historical fiction, biography"
161166,"history, historical fiction, biography"
15518,"comics, graphic"
35780,"history, historical fiction, biography"
134352,non-fiction
797,"mystery, thriller, crime"
56522,"comics, graphic"
89682,young-adult
130833,"mystery, thriller, crime"
304,"history, historical fiction, biography"
5207,"fantasy, paranormal"
44585,romance
4576,young-adult
38266,young-adult
21418,"fantasy, paranormal"
105256,non-fiction
62263,"fantasy, paranormal"
341132,"comics, graphic"
62047,"mystery, thriller, crime"
167022,children
158957,"mystery, thriller, crime"
107626,"fantasy, paranormal"
54532,"mystery, thriller, crime"
419734,"history, historical fiction, biography"
101756,non-fiction
100254,"mystery, thriller, crime"
14446,"comics, graphic"
219823,romance
40747,"history, historical fiction, biography"
753,non-fiction
12619,romance
57452,"comics, graphic"
7801,non-fiction
289429,"fantasy, paranormal"
153455,romance
126096,young-adult
43438,romance
23138,romance
208697,children
80102,non-fiction
317447,romance
61933,"fantasy, paranormal"
21480,young-adult
93931,children
12173,romance
173600,"comics, graphic"
69535,"history, historical fiction, biography"
32015,"fantasy, paranormal"
141466,"mystery, thriller, crime"
81754,non-fiction
23969,"mystery, thriller, crime"
78578,"history, historical fiction, biography"
206197,"fantasy, paranormal"
14716,romance
62554,children
63055,"mystery, thriller, crime"
127897,"comics, graphic"
3838,young-adult
21455,young-adult
360926,"fantasy, paranormal"
182213,"mystery, thriller, crime"
15979,romance
96454,"fantasy, paranormal"
172287,non-fiction
68829,"mystery, thriller, crime"
11556,romance
218353,"mystery, thriller, crime"
57578,young-adult
18070,non-fiction
220079,"fantasy, paranormal"
19833,"mystery, thriller, crime"
206988,"fantasy, paranormal"
306582,"fantasy, paranormal"
138840,romance
72368,non-fiction
87433,"comics, graphic"
48877,"history, historical fiction, biography"
38629,romance
7093,"mystery, thriller, crime"
19699,poetry
50824,"fantasy, paranormal"
2241,"fantasy, paranormal"
65164,non-fiction
95136,non-fiction
14622,romance
378657,"fantasy, paranormal"
100812,non-fiction
55193,"mystery, thriller, crime"
126838,"fantasy, paranormal"
379574,non-fiction
29835,romance
140889,young-adult
18201,"history, historical fiction, biography"
516427,romance
134787,romance
6230,"fantasy, paranormal"
10132,romance
28363,"history, historical fiction, biography"
16907,"mystery, thriller, crime"
122944,"comics, graphic"
35114,"history, historical fiction, biography"
9974,romance
354806,"fantasy, paranormal"
149438,"fantasy, paranormal"
37353,"history, historical fiction, biography"
174404,"mystery, thriller, crime"
310892,"comics, graphic"
91205,"fantasy, paranormal"
290402,"mystery, thriller, crime"
7448,"fantasy, paranormal"
186263,"fantasy, paranormal"
18378,romance
32601,romance
204605,non-fiction
34875,non-fiction
110,"fantasy, paranormal"
192836,children
17950,non-fiction
71757,romance
28007,romance
1507,"fantasy, paranormal"
83584,romance
97912,romance
87724,"comics, graphic"
